Hour,Source,Destination,Flag,Length,Protocol
11:42:29.624852,par21s11-in-f10.1e100.net.https,BP-Linux8.34595,.,0,IP
11:42:29.625128,par21s11-in-f10.1e100.net.https,BP-Linux8.34595,P.,38,IP
11:42:29.625135,BP-Linux8.34595,par21s11-in-f10.1e100.net.https,.,0,IP
11:42:29.631405,par21s11-in-f10.1e100.net.https,BP-Linux8.34595,P.,486,IP
11:42:29.631413,BP-Linux8.34595,par21s11-in-f10.1e100.net.https,.,0,IP
11:42:29.631521,par21s11-in-f10.1e100.net.https,BP-Linux8.34595,P.,697,IP
11:42:29.631527,BP-Linux8.34595,par21s11-in-f10.1e100.net.https,.,0,IP
11:42:29.631534,par21s11-in-f10.1e100.net.https,BP-Linux8.34595,P.,275,IP
11:42:29.631538,BP-Linux8.34595,par21s11-in-f10.1e100.net.https,.,0,IP
11:42:29.631544,par21s11-in-f10.1e100.net.https,BP-Linux8.34595,P.,46,IP
11:42:29.631546,BP-Linux8.34595,par21s11-in-f10.1e100.net.https,.,0,IP
11:42:29.631837,BP-Linux8.34595,par21s11-in-f10.1e100.net.https,P.,46,IP
11:42:29.637753,par21s11-in-f10.1e100.net.https,BP-Linux8.34595,.,0,IP
11:42:29.637976,BP-Linux8.40679,mauves.univ-st-etienne.fr.https,P.,371,IP
11:42:29.638210,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,P.,573,IP
11:42:29.638392,BP-Linux8.40678,mauves.univ-st-etienne.fr.https,P.,573,IP
11:42:29.638568,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,P.,571,IP
11:42:29.638745,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,P.,580,IP
11:42:29.638919,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,P.,571,IP
11:42:29.643687,mauves.univ-st-etienne.fr.https,BP-Linux8.40679,.,1448,IP
11:42:29.643698,BP-Linux8.40679,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.643706,par21s11-in-f10.1e100.net.https,BP-Linux8.34595,.,0,IP
11:42:29.643807,mauves.univ-st-etienne.fr.https,BP-Linux8.40679,.,1448,IP
11:42:29.643812,BP-Linux8.40679,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.643820,mauves.univ-st-etienne.fr.https,BP-Linux8.40679,.,1448,IP
11:42:29.643824,BP-Linux8.40679,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.643887,mauves.univ-st-etienne.fr.https,BP-Linux8.40679,.,1448,IP
11:42:29.643892,BP-Linux8.40679,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.643898,mauves.univ-st-etienne.fr.https,BP-Linux8.40679,.,1448,IP
11:42:29.643902,BP-Linux8.40679,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.643907,mauves.univ-st-etienne.fr.https,BP-Linux8.40679,.,1448,IP
11:42:29.643909,BP-Linux8.40679,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.643915,mauves.univ-st-etienne.fr.https,BP-Linux8.40679,.,1448,IP
11:42:29.643917,BP-Linux8.40679,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.643922,mauves.univ-st-etienne.fr.https,BP-Linux8.40679,.,1448,IP
11:42:29.643925,BP-Linux8.40679,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.643929,mauves.univ-st-etienne.fr.https,BP-Linux8.40679,P.,17,IP
11:42:29.643932,BP-Linux8.40679,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644201,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644208,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644497,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644501,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644507,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644510,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644514,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644516,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644523,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644526,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644527,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644530,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644531,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644533,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644540,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644543,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644544,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644547,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644553,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644556,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644557,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644560,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644567,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,P.,485,IP
11:42:29.644570,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644571,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644573,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644580,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644583,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644584,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644588,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644607,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644610,BP-Linux8.40682,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.644682,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644687,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644688,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644690,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644692,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644694,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644695,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644697,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,P.,485,IP
11:42:29.644698,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644699,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644701,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644703,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644704,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644706,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644707,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644766,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644768,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644770,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644771,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644772,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,P.,485,IP
11:42:29.644773,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644775,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644776,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644798,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644800,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.644802,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.645012,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645019,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645023,BP-Linux8.40678,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645128,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645132,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645135,BP-Linux8.40678,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645249,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645253,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645256,BP-Linux8.40678,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645263,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645264,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645266,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645267,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645268,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645270,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,P.,485,IP
11:42:29.645271,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645371,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645376,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645378,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645380,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645381,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645382,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645384,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645385,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645387,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645388,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645393,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645516,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645521,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645527,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645530,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,P.,485,IP
11:42:29.645531,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645532,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645537,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645538,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645542,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645544,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645548,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645549,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645554,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645555,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645559,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645561,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645565,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645566,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645572,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645575,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645579,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.645582,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645588,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645590,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645592,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645593,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645595,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645596,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,P.,485,IP
11:42:29.645598,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.645602,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645672,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645677,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645679,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645680,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645682,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.645683,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,P.,485,IP
11:42:29.645822,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.646088,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.646095,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646102,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.646105,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.646107,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646111,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.646113,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.646114,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646118,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.646120,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.646121,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646125,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.646127,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.646128,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646133,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.646136,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646139,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.646141,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646251,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.646257,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646263,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.646265,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646270,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.646271,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646276,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.646277,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646281,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.646283,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646287,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.646288,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646292,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.646294,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.646298,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.646299,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.648054,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.648176,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.648447,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.648630,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.648632,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.648634,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.648635,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.648636,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.648701,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649013,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649017,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649018,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649019,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649021,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649022,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649024,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649025,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649026,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649027,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649029,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649031,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649032,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649033,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649034,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649112,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649114,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649116,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649117,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649118,mauves.univ-st-etienne.fr.https,BP-Linux8.40682,.,1448,IP
11:42:29.649120,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649121,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649123,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649308,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649312,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649318,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649321,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649322,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649323,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649414,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649417,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649478,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649480,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649481,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649483,mauves.univ-st-etienne.fr.https,BP-Linux8.40678,.,1448,IP
11:42:29.649532,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649535,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649834,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649839,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649843,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649846,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649850,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649852,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649856,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649857,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649861,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649863,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649867,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649868,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649872,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649874,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649878,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649879,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649883,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649884,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649888,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649890,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649893,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649895,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649899,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649900,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649905,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649906,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649910,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649912,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649916,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649917,BP-Linux8.40680,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649948,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649953,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649956,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649958,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649960,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.649962,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649966,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.649968,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649969,mauves.univ-st-etienne.fr.https,BP-Linux8.40680,.,1448,IP
11:42:29.649971,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.649973,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.649978,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.649981,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.650039,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650040,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650042,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.650171,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650174,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650177,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.650268,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650471,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650475,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.650480,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.650483,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.650487,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650489,mauves.univ-st-etienne.fr.https,BP-Linux8.40683,.,1448,IP
11:42:29.650491,BP-Linux8.40683,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.650495,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650497,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.650501,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650502,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650504,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
11:42:29.650508,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650509,mauves.univ-st-etienne.fr.https,BP-Linux8.40684,.,1448,IP
11:42:29.650511,BP-Linux8.40684,mauves.univ-st-etienne.fr.https,.,0,IP
